soil_pH,soil_N,soil_P,rainfall_mm,temp_avg,fertilizer_kg_per_ha,irrigation_mm,pesticide_ml,input_cost_total,environmental_score,yield_kg_per_ha,date,month,day_of_year,crop_type
7.87,38.25574912,24.7293539,120.6846748,23.93890447,91.67269589,93.45364823,218.584547,130.1024417,104.8981667,2609.041308,2023-12-25,12,359,Rice
5.89,194.32798,10.24696025,387.4924692,15.35133079,,106.7687389,100.783846,58.65856241,50.59259927,3553.691112,2024-02-18,2,49,Barley
8.3,30.26984981,20.95250426,420.9584109,28.31490761,,172.8100845,272.5312644,164.8504596,137.3310279,3041.528041,2023-11-27,11,331,Barley
6.99,134.5574449,10.94141648,312.8282499,28.65542969,85.67036011,362.2789546,109.2363171,148.0618661,171.0095341,3026.829842,2025-05-17,5,137,Maize
7.54,129.3926231,16.20715525,329.3247223,29.5705674,166.8328216,169.3664779,1033.918982,179.3248453,171.588016,3435.302694,2023-04-11,4,101,Maize
8.26,58.73633696,42.07716625,686.4226848,20.88366814,159.7111676,278.9395918,206.4352978,197.5740915,200.1521079,3971.816314,2025-09-05,9,248,Maize
5.39,176.7356211,31.15503206,636.1569558,30.98546212,,467.0164956,184.2506551,233.1649042,259.9137044,4218.175792,2025-02-04,2,35,Rice
7.74,58.88687285,19.60705581,244.2252758,15.9142528,,272.5417064,228.6098163,133.4387925,117.0405012,2980.971837,2023-03-03,3,62,Barley
6.51,38.88743212,38.03580866,774.971854,23.63473295,45.49632074,326.3640619,262.5026099,166.7717557,151.457272,3106.452632,2025-07-11,7,192,Wheat
4.68,55.24003742,39.46258811,646.7831949,23.01063361,21.24276552,254.2395177,182.840329,116.321385,107.3015475,2891.712728,2025-09-20,9,263,Barley
5.69,85.2023795,35.91400369,228.1806021,26.3025004,,181.0908014,9.839962283,47.91182975,65.80125359,2345.591194,2023-07-18,7,199,Barley
6.26,76.75226081,18.80316637,413.0906961,23.55614101,184.5207514,433.2978443,199.0874162,238.6461694,260.6105458,3633.830283,2023-09-30,9,273,Barley
8.38,152.9208577,58.02158659,595.3718105,31.83065552,62.5668395,411.9481908,11.50915841,117.1258054,162.2754768,3430.806572,2025-03-17,3,76,Barley
7.15,97.77383893,46.48457353,72.86134255,31.07265216,28.86240874,83.47508952,131.8523341,70.68192251,55.54520551,2252.52817,2023-01-13,1,13,Rice
6.72,32.21067064,47.13356271,297.6524111,23.56985016,,148.6070569,569.8864364,100.2549908,99.58831765,3169.941166,2024-09-07,9,251,Maize
6.04,43.68218332,7.405648977,495.4619971,33.33043953,,291.0724014,111.9622107,190.8316606,217.352162,3691.829671,2025-04-25,4,115,Barley
5.04,111.1055353,5.932121569,793.6764645,23.9073274,50.46454885,151.3838038,106.586893,87.48510308,86.35255975,3722.048785,2023-07-12,7,193,Maize
5.95,80.88815108,7.470121445,133.050636,28.27033061,82.18851047,309.5607,207.5591724,165.274147,162.9372335,3110.599537,2024-05-19,5,140,Barley
7.69,63.56810286,45.89766539,790.3283175,20.02923558,33.23699992,127.8331117,90.43685592,69.31617907,67.33581905,3402.595527,2025-08-07,8,219,Maize
7.19,101.3958251,6.702568501,362.4127262,26.70743212,98.20395253,380.9671879,25.77311646,133.0273488,175.7898395,3197.311253,2024-06-18,6,170,Rice
6.39,102.8971095,7.141147983,,30.76128279,1.723800518,137.5951059,69.40461396,49.20230562,49.25327347,2961.63484,2024-02-01,2,32,Barley
5.23,186.5446971,27.61025814,283.834976,17.19656276,42.34917241,376.7378027,259.6935109,174.4302,164.4001954,3114.355889,2024-12-23,12,358,Rice
5.28,92.34756445,27.64710479,103.8856269,12.80277718,55.35082639,245.1562447,74.08962374,98.93354926,114.1663316,2421.054872,2023-01-04,1,4,Maize
4.93,102.4736396,43.76790555,207.0229912,33.26621419,192.0733549,467.4110202,206.4878995,251.4652514,276.116109,3697.818587,2025-04-09,4,99,Maize
7.54,47.36447356,47.52280307,57.19914715,20.37939548,33.74988768,49.27342571,10.02795993,29.73801696,36.03475631,2606.534414,2025-03-04,3,63,Maize
5.1,186.8662181,44.74888267,197.5551711,20.45129023,128.7815914,77.84629888,16.91455616,85.03442233,102.3143001,3804.7908,2024-05-04,5,125,Rice
6.1,130.5080453,15.83091374,374.7871887,30.10597998,163.9354006,402.5466884,277.2655305,245.6566971,246.8517999,3850.567436,2025-01-15,1,15,Wheat
6.73,,58.15295622,522.3504115,23.56719526,47.75035422,498.4246421,131.1444315,162.903435,191.2920483,3511.3407,2024-01-02,1,2,Maize
8.35,167.1135986,43.62423213,55.85457731,29.50267237,192.4116998,134.7197232,108.7749638,155.7822837,166.7404332,3416.841822,2023-09-26,9,269,Barley
5.28,137.3000286,41.72925758,323.7230084,12.41868236,100.9274576,189.3516778,101.5662082,118.8039268,127.5185987,3177.35338,2023-10-09,10,282,Maize
5.89,101.3181822,56.10754295,653.5420816,29.18223515,194.8878621,210.1248009,11.30921713,142.8616564,181.1010793,4265.472672,2024-01-24,1,24,Barley
5.58,198.6470304,57.29249893,254.0226394,35.03650292,3.499642797,42.70124215,16.89998334,15.36006483,16.60015666,2975.245475,2024-04-08,4,99,Maize
7.33,,53.37700202,468.3677979,25.65064919,194.492278,153.5438717,151.1075284,173.2871719,177.8692811,4212.715787,2024-03-16,3,76,Maize
7.52,156.4829256,54.83787901,206.3379131,13.00833547,19.89893377,40.96921952,73.42352389,40.17036796,31.57247851,2739.217909,2024-08-30,8,243,Barley
6.07,100.9612368,59.52303459,513.3395428,22.24785641,125.746803,471.8870602,274.3849364,239.5662944,244.4526935,3186.685734,2023-03-05,3,64,Wheat
6.39,103.2721322,8.905421549,455.1647282,12.96725422,189.6739106,322.6188223,118.8831787,195.0256734,222.4783109,3687.372182,2024-12-22,12,357,Maize
5.8,104.132272,32.37968794,526.0783198,13.19886602,100.9822903,228.8823064,5.5075152,97.91986096,129.8048176,3289.901431,2024-02-21,2,52,Barley
5.75,171.9842749,5.431287492,,31.73791891,187.2353128,79.87473012,26.31529252,117.4871902,138.935136,4203.462356,2024-11-14,11,319,Barley
7.77,82.29795078,19.71759722,725.5387544,25.41118513,47.07665238,327.7179892,281.2651012,173.4614544,154.6878983,3308.686964,2025-06-11,6,162,Rice
6.81,83.58525353,56.90358761,623.1181606,30.18859007,54.34351978,109.6946946,295.9049769,137.8821919,95.10501794,3601.000042,2025-09-08,9,251,Rice
6.67,83.11284762,23.22408539,762.4763616,23.53963225,10.03507006,216.0581184,85.05215708,73.74480584,79.34369327,3334.592676,2025-07-12,7,193,Barley
6.09,153.6871738,56.79491414,381.7448541,23.76000927,192.1492606,208.8542835,153.7728648,183.9773464,193.3231279,3981.940428,2024-03-02,3,62,Barley
6.66,43.31268583,53.53290026,200.0845381,26.29437667,56.38367112,336.0297513,171.5692567,146.8685628,151.7960537,2562.400662,2023-01-08,1,8,Barley
6.28,70.79367344,52.92777188,162.9571509,23.94624757,29.87632725,310.7536556,31.34409503,86.49212324,114.2863025,2544.948588,2023-09-24,9,267,Rice
6.63,193.847989,33.67128262,478.0245279,16.99945782,58.96344767,285.6064589,299.0049834,176.3045106,150.9605046,3748.714469,2024-01-10,1,10,Wheat
6.69,,46.4679047,162.2557843,14.10966855,189.5372354,248.2577111,136.8950462,185.4886738,201.8891592,3209.365165,2024-10-25,10,299,Maize
5.42,145.2837112,20.22974681,462.6177926,29.80768642,153.3191889,97.99009235,264.4457459,175.5913367,147.8331157,3897.595126,2024-01-30,1,30,Rice
7.82,30.40050098,40.55523079,437.9803047,23.92100232,37.66050498,44.66995115,66.97662032,47.85722882,42.69495037,2999.452229,2024-08-28,8,241,Rice
6.52,26.60085685,27.52958922,749.2248284,24.91694885,191.627624,101.7555542,171.7223178,167.6816182,162.6754724,3991.922875,2024-04-18,4,109,Maize
6.89,199.6281399,51.74864543,509.7292444,27.59033403,87.24920527,424.1015643,147.134729,172.5853342,194.2934653,4210.804223,2023-02-05,2,36,Barley
5.3,175.1676772,45.19515307,711.1140079,19.93984324,51.78085496,437.3830313,12.0207259,116.9732515,163.4854949,4143.435504,2023-03-10,3,69,Barley
8.13,199.0834081,48.62937427,231.0981495,17.91864059,63.10663613,63.31856276,78.50140999,67.76745362,64.70969151,3245.429059,2024-10-01,10,275,Maize
5.61,176.1129562,50.55370888,368.0417961,35.59641768,26.2575944,473.093447,185.3439584,163.3506741,176.2169866,3446.492617,2025-05-08,5,128,Rice
7.26,117.2021446,8.447929189,728.9485677,19.53352881,91.86073764,154.1760608,316.8123879,95.77432426,107.7055086,4149.383444,2025-03-11,3,70,Rice
4.76,151.1283219,14.63719747,633.5508073,29.7493788,117.3203475,316.9447309,59.00656747,139.7510902,171.3762845,3924.410959,2023-11-02,11,306,Rice
4.68,91.31108449,31.58740898,448.4472626,12.5039819,45.03220484,475.2517808,126.2689586,155.4471462,182.221753,2744.205281,2023-07-28,7,209,Barley
8.16,152.4193606,30.39438791,294.8216758,33.4751246,123.2581497,3.548266247,17.1398158,67.48067283,76.73335126,3596.642884,2023-06-21,6,172,Barley
4.91,198.5884427,38.42636672,585.8119733,28.59125431,123.6570042,446.7549857,107.2539985,183.3556988,218.9460981,3691.090437,2023-08-25,8,237,Wheat
8.19,22.17952554,15.45592074,597.5820081,32.69813318,32.74579158,263.408583,79.04203371,92.76722251,106.5742532,2907.831896,2025-06-17,6,168,Rice
8.19,83.12812678,41.79622855,727.9761322,12.32400795,131.6614879,246.4913552,35.92403655,125.906226,156.536703,3622.426612,2024-02-17,2,48,Wheat
8.44,138.8544895,18.60371737,534.4078792,23.37620012,33.3077027,386.9975436,66.92700553,114.1314617,142.7765853,3676.665563,2025-04-07,4,97,Barley
8.44,175.4000569,27.41713147,566.19826,20.38198946,126.3444837,390.2355692,200.6259763,201.4071486,212.9399586,3760.536121,2025-03-09,3,68,Rice
6.78,100.4964573,41.15444152,687.4240021,26.40767997,125.6694235,148.0883828,192.6834491,150.257423,139.0965138,3952.540066,2023-09-19,9,262,Wheat
6.32,62.75794356,20.71809555,259.1957647,25.22324865,31.27242833,301.8963786,32.80677093,85.85752117,112.6130477,2727.016477,2025-06-29,6,180,Maize
6.76,171.5597395,6.981035006,332.2454293,30.35294556,3.994586516,454.7933475,40.91133151,105.2293622,142.9258893,3154.314536,2024-03-06,3,66,Wheat
8.2,53.33520222,13.89192899,293.2631567,31.10896383,196.2766668,213.159147,256.3705992,217.6813426,207.3508041,3518.114119,2023-02-13,2,44,Maize
6.58,24.39214068,43.93093035,292.5669176,23.28463633,,253.0699263,6.102324565,105.310343,139.9700028,2862.55866,2023-12-23,12,357,Wheat
4.86,48.93678129,30.92079421,89.32325414,24.14270562,29.59166682,127.3318829,213.3365451,104.2631735,77.28821949,2294.471944,2024-10-05,10,279,Rice
5.05,117.4279842,33.19601142,529.5940169,18.11487915,182.6459373,159.4086614,150.4324421,168.3344335,172.453405,3536.024204,2023-02-26,2,57,Maize
5.01,188.6524081,27.90774375,193.1138607,23.36557177,25.97140268,208.984254,225.9938796,122.580716,100.8775058,3386.2639,2023-04-19,4,109,Wheat
8.23,148.9382099,9.019485911,422.6043132,23.28573687,,480.8057211,281.056029,194.0525382,188.6368216,3076.398241,2025-04-21,4,111,Maize
4.69,169.2047853,40.97960308,492.5975075,19.2094901,24.2605996,50.58280981,45.66846418,35.94740101,34.29804912,3137.18207,2023-01-16,1,16,Wheat
8.08,82.56287436,43.71214004,306.4339972,18.24128089,116.4870154,69.19879298,180.9666407,126.3732585,108.7485112,3011.279826,2023-07-28,7,209,Wheat
6,53.32392719,19.39381261,520.8920959,23.43991757,78.72710406,324.128477,11.63983642,107.6811984,145.6387892,3517.568827,2024-12-29,12,364,Barley
5.84,,23.98557147,683.7390689,30.1778814,156.1398608,43.22875356,127.6069489,124.9977658,119.4132375,3339.526445,2023-06-27,6,178,Rice
7.01,21.03655889,13.18377832,694.9152585,23.40573877,145.4037054,5.023490527,148.8968314,118.3756002,103.6389535,3673.234844,2025-01-21,1,21,Wheat
7.15,100.2624871,52.20879222,573.8490976,22.82748842,86.90619266,168.6062452,121.9909581,113.7716328,114.924685,3863.562931,2023-01-25,1,25,Barley
5.64,195.8913532,26.73257588,368.6203942,14.66019598,155.545582,269.060505,250.9860631,206.8807109,199.144107,4159.618689,2023-01-06,1,6,Wheat
7.32,56.33362138,34.7774184,699.7274687,31.8502924,6.070761107,63.06882901,83.88042979,40.81327529,30.95114835,2971.035418,2023-10-28,10,301,Maize
4.73,164.5446616,5.487480681,727.4330257,31.44245927,87.00291887,182.6834208,192.1449879,137.68164,126.2212763,4084.884147,2025-05-09,5,129,Barley
7.75,176.2656058,29.22427427,736.7825355,20.19345739,14.53311752,297.6384206,101.8981861,97.36369871,108.2012153,3567.765446,2023-09-23,9,266,Rice
5.4,163.0657188,57.95456964,535.7647134,16.67481584,151.2384468,175.354894,152.7340156,156.5104069,158.6229378,3823.383475,2023-03-01,3,60,Rice
6.37,,39.44288768,,14.79974753,78.18348537,202.8572121,121.4117623,116.0867138,119.9084311,3642.050152,2025-03-31,3,90,Barley
8.44,120.918817,9.315069897,635.9273823,31.23101464,49.65749593,213.5562232,179.016897,121.2450617,111.7630542,3227.712367,2024-07-28,7,210,Barley
7.95,161.5421026,6.494208167,565.5746598,25.84708612,14.9791684,223.6513781,100.6827733,82.42469181,86.15119181,3355.897767,2023-10-31,10,304,Rice
4.58,134.5324437,16.38916951,720.6826062,28.01877443,71.74850211,160.8431844,164.8866903,117.508895,107.7907256,3843.465629,2023-03-27,3,86,Barley
6.01,186.8601742,43.63972758,195.2786553,36.23892469,9.800928994,224.9019954,7.165257396,52.03044079,74.06768174,3156.724847,2023-05-14,5,134,Maize
7.11,161.2814559,21.31079517,108.8893636,28.96943549,3.930296549,336.5040831,270.3777623,150.3792936,130.3471791,2872.03327,2024-11-13,11,318,Wheat
4.59,36.73831517,54.60671082,68.03871914,17.14125384,143.5122765,19.77875328,78.19991477,99.17186335,99.86098338,2839.614753,2025-02-12,2,43,Wheat
6.32,189.967968,28.03363255,239.6099593,25.46184262,186.0330406,45.36044137,181.1409237,156.4308857,143.3420491,3416.314788,2025-07-10,7,191,Barley
6.51,62.06817474,43.88370681,698.9866473,39.12583763,89.80755207,468.285109,100.9351055,168.8413295,204.4635745,3242.807784,2024-04-18,4,109,Rice
6.59,56.02704396,5.421521796,96.59530954,25.92651604,26.88668547,440.6253408,293.4796391,189.6123026,177.6675774,2369.952708,2023-05-06,5,126,Rice
7.99,35.26256289,37.64585145,511.1023471,18.40802572,159.0220565,142.7898081,0.215057612,108.1335072,138.2716821,3560.564945,2023-03-14,3,73,Barley
6.25,37.19635649,20.45524744,667.048636,16.41302119,145.0652781,280.0579915,16.54697718,133.5083305,172.7112621,3273.249424,2023-07-07,7,188,Barley
4.93,83.02254665,26.778376,353.5079548,12.55704482,7.984506513,437.1990159,266.9246971,171.5094656,162.6428784,2712.362607,2023-10-05,10,278,Rice
8.01,179.5887587,48.18542487,379.6721767,14.38281344,136.5342305,281.5821942,190.1549456,181.6300378,185.4106911,3531.679001,2025-02-25,2,56,Barley
6.73,175.1626068,6.0630197,596.0470884,19.86243596,151.7953664,8.062323186,230.4268135,146.6381919,116.5385981,4291.478001,2025-07-25,7,206,Rice
6.72,52.78122482,50.16590554,762.1014504,20.44132297,16.51443161,475.3723566,64.36944603,122.6425209,158.9573105,3095.070739,2025-06-13,6,164,Barley
7.05,194.4384734,34.3165877,573.8690448,20.52796714,115.5226161,361.3417872,60.41973084,148.1555848,183.7580789,4075.63844,2023-09-20,9,263,Barley
5.33,32.17026145,7.576854969,777.9976661,28.92248421,173.939177,64.53256241,56.37107664,116.787424,129.3603826,3628.904081,2024-08-25,8,238,Rice
4.96,190.9930131,47.4606862,711.3153811,16.5254486,85.82989839,178.2794606,221.4886531,145.0174373,127.1306425,3760.346858,2023-03-08,3,67,Maize
6.81,78.76303548,12.70132537,376.4168293,23.04732276,92.07107463,103.7557477,62.34715244,85.49083258,92.60408433,3527.026991,2025-02-09,2,40,Barley
5.91,140.2783037,32.0779014,197.862282,24.20215844,66.75531941,65.31719078,23.50146533,53.49153746,61.99849541,3369.939284,2024-09-05,9,249,Rice
7.76,84.66200649,29.5530734,261.8694629,22.90653385,,483.932283,176.643081,230.7772553,260.0414422,3070.219113,2024-06-09,6,161,Barley
5.36,113.2541779,45.39441626,696.6072052,26.14557824,170.0265469,206.6712299,271.754817,207.8739646,191.1927788,3764.472409,2023-08-15,8,227,Wheat
6.59,98.40499667,48.68158644,331.3210399,23.51186857,60.81892719,63.43641403,134.0218576,83.30330368,68.92446629,3110.401458,2025-09-23,9,266,Rice
6.2,176.4028972,35.67398544,524.2721297,36.65223547,42.7085709,215.1715868,80.36207485,88.49722527,98.21282608,3169.673353,2024-04-09,4,100,Wheat
4.87,97.82026419,10.30939586,108.4880363,37.95870587,33.60401044,95.19089315,39.46959199,47.68106145,52.66663341,2880.343112,2023-04-06,4,96,Barley
4.98,36.04239778,7.650230682,732.4029497,26.10081813,119.2692995,133.8342186,49.41532408,101.2260907,116.6533777,3156.172024,2025-08-30,8,242,Barley
6.77,47.19042052,34.73841622,162.9539607,32.27275806,94.86173297,353.6141642,73.41467911,140.1781031,170.3427569,2997.101563,2023-04-16,4,106,Wheat
8.38,83.2920837,21.46675736,387.9935172,29.81316911,129.281475,396.2698838,168.1046023,194.326095,213.2603104,3335.183732,2024-07-12,7,194,Wheat
8.11,50.17145893,8.944153887,116.4425558,22.37123377,193.3468455,441.2205957,207.1845937,247.07292,269.0927454,2880.197437,2025-01-15,1,15,Wheat
4.55,122.062927,17.52623549,63.4014076,30.14083921,137.4468687,328.9749556,245.371253,208.1298014,205.6977332,2628.696197,2024-03-08,3,68,Barley
7.73,145.3319797,24.22285046,243.4233759,39.76841988,75.94748096,117.8412673,250.8355847,136.7926693,106.0044272,3082.689471,2023-05-12,5,132,Wheat
4.95,34.56547095,25.22822933,171.4472352,12.94393403,115.9585688,316.8916424,224.7946065,188.7959948,187.1220946,3200.260205,2023-01-09,1,9,Maize
7,44.67974703,39.97750889,669.2108218,28.04803569,137.3357223,203.9471184,198.711558,169.0707522,163.4567247,3836.22766,2024-12-17,12,352,Maize
5.25,177.9429553,38.84139138,59.62188781,28.13181075,96.40346796,494.5626596,19.74895301,153.0389518,208.1857739,3027.645648,2025-04-10,4,100,Rice
7.82,147.3825683,44.29332902,325.1727353,27.26510703,175.8786114,23.4822112,49.17607861,107.3885715,117.489438,3573.663892,2024-04-29,4,120,Maize
8.35,160.8293871,34.86635212,168.8099,29.59202993,71.93511224,383.1756403,100.2429067,142.6755562,168.1380501,3092.53564,2024-03-28,3,88,Rice
4.97,109.6860228,57.37219821,169.6554817,27.24349174,47.79953604,248.9742963,107.8016972,106.0351364,114.1521802,2977.447453,2023-10-02,10,275,Barley
7.58,94.43883827,45.58282352,212.7541945,23.10267574,32.67088995,37.706088,252.1328252,99.51651012,56.12764288,2987.226936,2023-12-23,12,357,Maize
6.64,106.252738,47.04902871,611.8482186,22.2741571,10.23310129,40.03170126,249.8680785,88.08331444,43.136179,3685.473864,2023-03-18,3,77,Maize
4.58,117.1922835,21.39287148,216.7026576,38.91499404,114.5540553,378.1780274,135.0072719,173.4148147,195.6865686,3456.330801,2025-04-14,4,104,Maize
7.97,93.24343293,7.170274309,667.4324141,15.17473527,171.6645878,35.27503185,195.2364963,151.4582491,133.1049118,3681.682743,2023-08-08,8,220,Barley
6.18,199.7025521,55.65469866,212.0326496,21.00700772,8.972111526,409.6991155,268.1322563,166.8655558,155.1062272,3006.725087,2025-01-04,1,4,Rice
5.21,154.6531723,20.88867164,319.2277532,15.11546521,86.41345701,459.2607652,262.9681472,213.9493257,215.9231185,3455.91532,2025-03-01,3,60,Barley
5.68,179.5152405,45.80429798,709.859598,18.55676398,196.9151793,189.6827991,204.1749279,197.6466278,195.4714401,4010.079944,2025-08-25,8,237,Barley
5.02,114.5294091,47.29075302,93.79538955,13.75576474,93.4521992,303.4865581,118.1045658,142.854781,158.9277435,2809.499459,2023-02-27,2,58,Barley
6.49,177.0914451,43.70348788,85.40117268,20.01886831,107.5162276,385.621537,219.5115818,196.7358958,202.1473559,3005.355493,2025-05-19,5,139,Wheat
6.87,73.18005995,32.43926155,451.4461229,30.18404272,24.0756299,117.7829673,76.04812598,58.4088462,57.38508073,2671.915585,2024-08-17,8,230,Maize
7.31,142.4410836,25.2979162,581.1007248,38.04806552,114.1707873,94.96737183,80.55002286,100.2438749,105.0476862,3816.212178,2025-04-05,4,95,Rice
6.6,165.066572,15.95684012,128.1151,14.25180933,62.83241277,31.62670445,158.3436325,85.24463702,63.02182224,3016.827949,2024-09-10,9,254,Wheat
6.27,20.88919657,11.38764281,444.3767455,24.73847988,196.6681537,473.7825632,30.18599317,202.1463874,263.1542605,3375.524975,2024-05-17,5,138,Rice
6.52,112.1999457,36.32468788,466.3931657,21.2045389,193.0897269,199.2393811,128.6662294,174.9926085,188.4922734,4014.706059,2025-04-13,4,103,Maize
8.12,125.3637856,59.34197814,219.0475397,27.6427895,64.19940913,256.0442883,52.71457375,99.12293436,120.6043894,3240.456575,2025-05-07,5,127,Maize
7.9,52.60688292,45.72618726,379.5241427,20.52999494,29.10309656,334.6577082,236.7121813,152.4967443,141.5303885,2568.06595,2024-07-22,7,204,Barley
4.94,102.7004183,9.193156989,432.6869775,12.13964524,126.635735,56.42027226,151.166639,119.9519137,108.0241866,3254.29834,2023-01-29,1,29,Rice
7.41,44.02639503,35.05366738,772.1137185,31.01320918,28.61239054,421.2672542,131.601509,138.0400988,156.7077615,3462.059478,2024-06-12,6,164,Maize
7.58,50.14686481,17.0487845,503.8226052,22.86938914,93.54412319,175.0932622,47.55607021,96.05753509,113.4100596,2994.605276,2025-05-30,5,150,Maize
7.14,176.921042,38.43478677,586.5605347,33.44501375,80.99371748,272.8748399,144.7068626,138.4838855,144.9293687,3672.573496,2023-05-13,5,133,Maize
8.07,197.1159766,21.34807942,123.7418391,29.32363182,30.34858259,390.3410373,284.2283994,178.5110186,163.7343007,3078.016063,2025-05-28,5,148,Maize
7.59,73.33546168,46.62133281,544.6409089,18.48658755,110.5629751,474.6405859,109.51427,183.0638857,219.6813879,3768.154941,2023-10-04,10,277,Wheat
8.09,124.7906828,54.89572669,689.6519107,37.45718843,140.1616836,321.4032955,145.9215107,178.1379541,195.1101499,4165.35357,2025-05-07,5,127,Wheat
6.49,166.1185619,26.8810144,371.3868163,22.94090691,159.2781445,452.0568302,47.48587682,184.2962014,235.9325235,3632.274179,2024-02-01,2,32,Wheat
7.84,121.0672258,41.35578398,176.8282953,18.842652,66.18295316,46.7600618,230.7751678,111.6760393,76.81530721,3105.298436,2023-01-03,1,3,Wheat
5.34,30.82562167,54.05296796,204.3529844,27.29301901,182.2241003,203.1832026,169.7589221,182.6763673,187.2653132,3049.921056,2025-02-08,2,39,Barley
5.18,143.4017517,53.34383952,436.0446029,23.23846013,172.5919247,200.1649342,96.19882642,155.1885971,173.2245177,3592.94757,2024-06-02,6,154,Rice
8.09,178.0353777,26.73219992,234.7300613,37.58559112,57.22700849,403.8511845,168.4067473,159.9057653,172.3322352,3186.524645,2025-06-24,6,175,Maize
6.48,34.50827248,58.18694014,701.2788941,15.06289,2.802903505,151.6040969,234.6005477,102.1024354,70.62302593,3449.597594,2023-09-29,9,272,Rice
6.58,27.81425591,27.3908569,261.6936579,25.37753062,51.4958433,72.21824208,248.8931416,114.8595125,77.45229276,2530.933998,2024-01-06,1,6,Maize
4.83,41.30051437,15.73823316,451.7649062,30.91391938,80.07132537,265.6699766,263.6643438,172.2689611,154.1102226,3262.719245,2025-04-11,4,101,Wheat
8.18,140.5076519,10.60408134,110.9120528,18.33885244,167.7678674,364.2469669,134.5223523,197.0900328,223.3870457,3833.195355,2024-11-29,11,334,Maize
7.45,80.64124252,57.52832813,,39.01065642,115.7083636,96.66961681,58.13673901,94.62912688,104.2395771,3928.343629,2024-04-26,4,117,Wheat
6.18,138.1661493,55.57420636,262.3001236,13.74893004,119.0829603,78.26460671,136.6982465,116.2038754,108.5989829,3233.273065,2023-12-03,12,337,Rice
7.58,61.52056611,20.79258769,181.978424,26.63943009,9.030272882,102.4896164,107.0169508,57.11814496,46.86674373,2585.679126,2023-04-06,4,96,Barley
5.34,175.0465993,15.53761202,628.9570849,27.50469078,170.31628,454.2050536,237.0779712,247.1225421,262.1590812,3911.698716,2025-07-08,7,189,Wheat
7.79,116.0484584,29.15323991,525.5066623,12.47892531,64.56195869,457.5694102,98.08263008,153.2196504,185.8162613,2973.5235,2023-07-28,7,209,Maize
5.9,168.0705773,27.15803054,370.9019969,16.62161706,186.1344511,77.42069732,150.0915469,153.5788291,149.9160346,4093.063912,2024-11-14,11,319,Rice
7.36,48.71804242,44.27179545,96.52432804,38.71874496,55.80165807,254.7544366,159.6260472,126.7395305,125.8699305,2574.49743,2025-04-18,4,108,Barley
6.53,,5.545810162,592.6708363,18.88183236,,338.5189074,76.99850697,159.1462751,191.2670527,3655.88337,2024-09-25,9,269,Maize
5.81,132.2454238,40.42820718,526.4095891,14.63373807,69.92287976,447.3737854,78.80799296,148.0785949,184.0466628,3525.540283,2023-08-01,8,213,Maize
6.9,35.94807734,50.51284759,216.5954276,19.90106676,29.32166007,376.3635689,285.0633618,175.4525523,159.0084029,2606.188828,2024-07-03,7,185,Maize
4.77,74.58952656,47.9206868,704.8391595,16.08484213,159.1156753,413.7906087,1.604696608,162.7973684,219.7670574,4206.920898,2025-09-23,9,266,Maize
7.04,82.26829866,42.32684762,239.6598888,27.99566729,2.839326894,136.8331925,136.4852331,69.73187186,56.40207718,2910.070307,2024-11-27,11,332,Barley
7.71,36.46763073,29.21778801,717.1062055,30.34536133,91.12990989,329.4509033,241.3123242,183.8488329,177.6444493,3488.268053,2025-08-09,8,221,Rice
6.13,171.326545,28.06963967,629.1115048,16.7496661,165.9879186,170.1114972,267.6223053,197.3029504,177.3884309,4263.136968,2024-02-21,2,52,Barley
8.34,130.3291248,57.3010727,335.4236735,12.86200218,3.33431012,42.7042414,139.4068405,52.0300555,28.75254255,3067.835473,2025-09-12,9,255,Barley
4.84,24.42564496,11.08963263,402.1927308,15.92491433,196.5893759,201.2631777,40.65506207,150.7438421,182.3980851,3251.970248,2025-01-31,1,31,Maize
5.12,27.77127244,33.41841119,339.220762,19.11915547,146.4438413,196.4195382,58.11511523,129.9403628,152.6036778,3460.012705,2024-03-27,3,87,Rice
8.09,150.3809871,12.85817787,392.7371234,28.54933056,,374.4995087,35.26717474,121.4860444,159.0837583,3248.122489,2023-05-13,5,133,Maize
4.61,73.55872124,37.51216668,439.9283593,19.25003969,89.61709746,384.3820904,194.166685,179.9349723,188.5015541,3363.70598,2024-01-11,1,11,Barley
5.92,119.9654392,19.16839712,484.3316495,17.60669505,51.75848167,18.78311477,64.57314615,49.00780764,43.14733805,3285.988312,2024-02-18,2,49,Wheat
4.69,95.82464959,52.39299971,343.739168,24.69488282,73.74503109,338.6503432,249.4721778,179.4442375,170.7893394,3651.071021,2023-12-02,12,336,Maize
7.35,136.9363968,58.04621596,720.3067106,18.82637292,10.54879043,387.9325326,276.9671241,165.951039,150.4057464,3468.276084,2023-09-05,9,248,Maize
5.79,51.47095291,34.20157231,778.8009927,19.38272388,46.57582923,395.0656869,21.70717732,108.8132052,148.6359213,3541.572578,2024-07-16,7,198,Wheat
5.8,34.82858821,50.61670657,165.6991431,20.8315792,88.91470021,76.70644119,169.724192,110.7158959,93.33317168,2237.657007,2025-05-28,5,148,Maize
6.88,66.6734166,51.14485302,312.3053794,14.46899732,9.97202928,374.3360876,276.5180008,162.8086324,145.9358439,2762.029204,2024-03-26,3,86,Maize
5.7,121.8317535,22.28925623,,28.63036666,153.2694426,437.9665111,79.44489653,188.0614925,231.2961086,3505.590204,2023-07-26,7,207,Rice
